movieInfo,quote,title,star,quo_num
导演:丹尼·鲍尔DannyBoyle主演:伊万·麦克格雷格EwanMcGregor/艾...;1996/英国/犯罪剧情;;,不可猜的青春迷笛。 ,猜火车,8.5,203299人评价
导演:程小东Siu-TungChing主演:张国荣LeslieCheung/王祖贤JoeyW...;1987/香港/剧情爱情武侠古装;;,两张绝世的脸。 ,倩女幽魂,8.5,194345人评价
导演:黑泽明AkiraKurosawa主演:三船敏郎ToshirôMifune/志村乔...;1954/日本/动作冒险剧情;;,时代悲歌。,七武士,9.1,58575人评价
导演:彼特·道格特PeteDocter/大卫·斯沃曼DavidSilverman主演:约...;2001/美国/喜剧动画儿童奇幻;;,不要给它起名字，起了名字就有感情了。,怪兽电力公司,8.6,189158人评价
导演:马克·赫门MarkHerman主演:阿沙·巴特菲尔德AsaButterfield/...;2008/英国美国/剧情战争;;,尽管有些不切实际的幻想，这部电影依旧是一部感人肺腑的佳作。,穿条纹睡衣的男孩,8.8,100318人评价
导演:特瑞·乔治TerryGeorge主演:唐·钱德尔DonCheadle/苏菲·奥...;2004/英国南非意大利美国/剧情历史战争;;,当这个世界闭上双眼，他却敞开了怀抱。,卢旺达饭店,8.8,92795人评价
导演:ChrisColumbus主演:DanielRadcliffe/EmmaWatson/RupertGrint;2001/美国英国/奇幻冒险;;,童话世界的开端。,哈利·波特与魔法石,8.5,187789人评价
导演:新海诚MakotoShinkai主演:水桥研二KenjiMizuhashi/近藤好美...;2007/日本/动画剧情爱情;;,青春就是放弃和怀念。,秒速5厘米,8.5,223034人评价
导演:杰茜·尼尔森JessieNelson主演:SeanPenn/DakotaFanning/Mi...;2001/美国/剧情家庭;;,爱并不需要智商 。,我是山姆,8.9,82848人评价
导演:达伦·阿罗诺夫斯基DarrenAronofsky主演:娜塔丽·波曼NatalieP...;2010/美国/剧情惊悚;;,黑暗之美。,黑天鹅,8.5,348522人评价
导演:乔·怀特JoeWright主演:凯拉·耐特丽KeiraKnightley/马修·...;2005/法国英国美国/剧情爱情;;,爱是摈弃傲慢与偏见之后的曙光。,傲慢与偏见,8.4,242496人评价
导演:StevenSpielberg主演:HaleyJoelOsment/FrancesO'Connor/Sa...;2001/美国/冒险剧情科幻;;,对爱的执着，可以超越一切。,人工智能,8.6,157622人评价
导演:克林特·伊斯特伍德ClintEastwood主演:凯文·科斯特纳KevinCos...;1993/美国/剧情犯罪;;,坏人的好总是比好人的好来得更感人。,完美的世界,9.0,61090人评价
导演:FrancisFordCoppola主演:阿尔·帕西诺AlPacino/黛安·基顿D...;1990/美国/剧情犯罪;;,任何信念的力量，都无法改变命运。,教父3,8.7,102723人评价
导演:李·昂克里奇LeeUnkrich主演:汤姆·汉克斯TomHanks/蒂姆·艾...;2010/美国/喜剧动画奇幻冒险;;,跨度十五年的欢乐与泪水。,玩具总动员3,8.7,165302人评价
导演:奉俊昊Joon-hoBong主演:宋康昊Kang-hoSong/金相庆Sang-kyun...;2003/韩国/犯罪剧情悬疑惊悚;;,关于连环杀人悬案的集体回忆。,杀人回忆,8.6,151148人评价
导演:吴宇森JohnWoo主演:周润发Yun-FatChow/狄龙LungTi/张国...;1986/香港/动作犯罪;;,英雄泪短，兄弟情长。 ,英雄本色,8.7,112572人评价
导演:汤姆·提克威TomTykwer主演:本·卫肖BenWhishaw/艾伦·瑞克...;2006/德国法国西班牙美国/剧情犯罪奇幻;;,一个单凭体香达到高潮的男人。,香水,8.4,227739人评价
导演:StanleyDonen/GeneKelly主演:GeneKelly/DonaldO'Connor/...;1952/美国/喜剧歌舞爱情;;,骨灰级歌舞片。,雨中曲,8.9,74468人评价
导演:LucBesson主演:Jean-MarcBarr/JeanReno/RosannaArquette;1988/法国美国意大利/剧情爱情;;,在那片深蓝中，感受来自大海的忧伤寂寞与美丽自由。,碧海蓝天,8.7,95144人评价
导演:卡洛斯·沙尔丹哈CarlosSaldanha/克里斯·韦奇ChrisWedge主演...;2002/美国/喜剧动画冒险;;,松鼠才是角儿。,冰川时代,8.4,226763人评价
导演:贝纳尔多·贝托鲁奇BernardoBertolucci主演:尊龙JohnLone/陈...;1987/意大利中国大陆英国法国/剧情传记历史;;,“不要跟我比惨，我比你更惨”再适合这部电影不过了。,末代皇帝,8.7,116719人评价
导演:保罗·哈吉斯PaulHaggis主演:桑德拉·布洛克SandraBullock/...;2004/美国德国/犯罪剧情;;,天使与魔鬼的冲撞。,撞车,8.6,146653人评价
导演:吴宇森JohnWoo主演:周润发Yun-FatChow/张国荣LeslieCheung...;1991/香港/剧情喜剧动作犯罪;;,香港浪漫主义警匪动作片的巅峰之作。,纵横四海,8.7,108875人评价
导演:丹尼斯·甘塞尔DennisGansel主演:约根·沃格尔JürgenVogel/...;2008/德国/剧情;;,世界离独裁只有五天。,浪潮,8.7,99935人评价
导演:理查德·柯蒂斯RichardCurtis主演:比尔·奈伊BillNighy/肯尼...;2009/英国德国法国/剧情喜剧音乐;;,生命不止，摇滚不死。,海盗电台,8.7,147504人评价
导演:大森贵弘TakahiroOmori主演:佐仓绫音/内山昂辉KokiUchiyama;2011/日本/剧情爱情动画奇幻;;,触不到的恋人。,萤火之森,8.8,114158人评价
导演:今敏SatoshiKon主演:林原惠美MegumiHayashibara/古谷彻T...;2006/日本/动画悬疑科幻惊悚;;,梦的勾结。,红辣椒,8.8,87400人评价
导演:陆川ChuanLu主演:多布杰Duobujie/张磊LeiZhang/亓亮;2004/中国大陆香港/剧情;;,坚硬的信仰。,可可西里,8.6,106530人评价
导演:李安主演:赵文瑄/归亚蕾/金素梅;1993/台湾美国/剧情喜剧爱情同性家庭;;,中国家庭的喜怒哀乐忍。,喜宴,8.7,100297人评价
导演:克里斯托弗·诺兰ChristopherNolan主演:杰里米.西奥伯德Jeremy...;1998/英国/犯罪悬疑惊悚;;,诺兰的牛逼来源于内心散发出的恐惧。,追随,9.0,58901人评价
导演:史蒂芬·戴德利StephenDaldry主演:凯特·温丝莱特KateWinslet...;2008/美国德国/剧情爱情;;,当爱情跨越年龄的界限，它似乎能变得更久远一点，成为一种责任，一种水到渠成的相濡以沫。 ,朗读者,8.4,238012人评价
导演:AndrewNiccol主演:NicolasCage/EthanHawke/JaredLeto;2005/美国法国/剧情犯罪;;,做一颗让别人需要你的棋子。,战争之王,8.5,144587人评价
导演:雅克·贝汉JacquesPerrin/雅克·克鲁奥德JacquesCluzaud主演:...;2001/法国德国意大利西班牙瑞士/纪录片;;,最美的飞翔。,迁徙的鸟,9.1,45636人评价
导演:西恩·潘SeanPenn主演:埃米尔·赫斯基EmileHirsch/马西娅·...;2007/美国/冒险传记剧情;;,出门必备：本草纲目。,荒野生存,8.7,105399人评价
导演:达伦·阿伦诺夫斯基DarrenAronofsky主演:艾伦·伯斯汀EllenBur...;2000/美国/剧情;;,一场没有春天的噩梦。,梦之安魂曲,8.7,85606人评价
导演:金秉祐Byeong-wooKim主演:河正宇Jung-wooHa/李璟荣Kyeong-y...;2013/韩国/剧情犯罪悬疑;;,恐怖分子的“秋菊打官司”。,恐怖直播,8.7,138752人评价
导演:黑泽明AkiraKurosawa主演:三船敏郎ToshirôMifune/千秋实...;1950/日本/犯罪剧情悬疑;;,人生的N种可能性。,罗生门,8.7,94072人评价
导演:大卫·叶茨DavidYates主演:丹尼尔·雷德克里夫DanielRadcliffe...;2011/美国英国/剧情悬疑奇幻冒险;;,10年的完美句点。,哈利·波特与死亡圣器(下),8.6,223212人评价
导演:大卫·芬奇DavidFincher主演:本·阿弗莱克BenAffleck/罗莎蒙...;2014/美国/剧情犯罪悬疑惊悚,,消失的爱人,8.7,256825人评价
导演:岩井俊二ShunjiIwai主演:三上博史/恰拉/伊藤步;1996/日本/犯罪剧情;;,现实与童话交相辉映的旅程。,燕尾蝶,8.7,92674人评价
导演:FrankDarabont主演:汤姆·汉克斯TomHanks/大卫·摩斯DavidM...;1999/美国/犯罪剧情奇幻悬疑;;,天使暂时离开。,绿里奇迹,8.7,85357人评价
导演:DougLiman主演:MattDamon/FrankaPotente/ChrisCooper;2002/美国德国捷克/动作悬疑冒险;;,哗啦啦啦啦，天在下雨，哗啦啦啦啦，云在哭泣……找自己。,谍影重重,8.5,148465人评价
导演:阿斯哈·法哈蒂AsgharFarhadi主演:蕾拉·哈塔米LeilaHatami/...;2011/伊朗/剧情家庭;;,只有有信仰的人才能说出事实真相。,一次别离,8.7,105460人评价
导演:阿米尔·汗AamirKhan/阿莫尔·古普特AmoleGupte主演:达席尔...;2007/印度/剧情儿童家庭;;,天使保护事件始末。,地球上的星星,8.9,60923人评价
导演:迈克尔·贝MichaelBay主演:肖恩·康纳利SeanConnery/尼古拉...;1996/美国/动作冒险;;,类型片的极致。 ,勇闯夺命岛,8.5,117596人评价
导演:李焕庆Hwan-kyeongLee主演:柳承龙Seung-yongRyoo/朴信惠Shi...;2013/韩国/剧情喜剧家庭;;,《我是山姆》的《美丽人生》。,7号房的礼物,8.7,121737人评价
导演:PeterWerner主演:詹姆斯·沃克JamesWolk/特里特·威廉斯Trea...;2008/美国/剧情传记;;,乐观比一切都有力量。,叫我第一名,8.6,89310人评价
导演:MichaelCurtiz主演:亨弗莱·鲍嘉HumphreyBogart/英格丽·褒曼...;1942/美国/剧情爱情战争;;,与同名歌曲无关。,卡萨布兰卡,8.6,100952人评价
导演:安东尼·明格拉AnthonyMinghella主演:拉尔夫·费因斯RalphFien...;1996/美国英国/爱情剧情战争;;,"In memory, love lives forever...",英国病人,8.4,150694人评价
导演:PaulGreengrass主演:马特·达蒙MattDamon/弗兰卡·波坦特Fra...;2004/美国德国/动作悬疑冒险;;,谁说王家卫镜头很晃？,谍影重重2,8.5,121455人评价
导演:吴宇森JohnWoo主演:约翰·特拉沃尔塔JohnTravolta/尼古拉斯...;1997/美国/动作犯罪;;,当发哥的风衣、墨镜出现在了凯奇身上⋯⋯,变脸,8.4,179365人评价
导演:大卫·林奇DavidLynch主演:娜奥米·沃茨NaomiWatts/劳拉·哈...;2001/法国美国/剧情悬疑惊悚;;,大卫·林奇的梦境迷宫。,穆赫兰道,8.4,183719人评价
导演:周星驰StephenChow/李力持Lik-ChiLee主演:周星驰StephenCh...;1999/香港/喜剧剧情爱情;;,我是一个演员。,喜剧之王,8.3,228289人评价
导演:王家卫KarWaiWong主演:张国荣LeslieCheung/张曼玉MaggieC...;1990/香港/犯罪剧情爱情;;,王家卫是一种风格，张国荣是一个代表。,阿飞正传,8.5,134230人评价
导演:StevenSpielberg主演:HenryThomas/DeeWallace/RobertMacNa...;1982/美国/剧情科幻奇幻冒险;;,生病的E.T.皮肤的颜色就像柿子饼。,E.T. 外星人,8.5,124928人评价
导演:理查德·沙因克曼RichardSchenkman主演:大卫·李·史密斯David...;2007/美国/剧情科幻;;,科幻真正的魅力不是视觉效果能取代的。 ,这个男人来自地球,8.5,135512人评价
导演:杨·塞谬尔YannSamuell主演:吉约姆·卡内GuillaumeCanet/玛...;2003/法国比利时/喜剧剧情爱情;;,"Love me, if you dare. ",两小无猜,8.2,274752人评价
导演:王家卫KarWaiWong主演:梁朝伟TonyLeungChiuWai/张曼玉Ma...;2000/香港法国/剧情爱情;;,偷情本没有这样美。,花样年华,8.4,184458人评价
导演:理查德·柯蒂斯RichardCurtis主演:多姆纳尔·格利森DomhnallGl...;2013/英国/剧情爱情奇幻;;,把每天当作最后一天般珍惜度过，积极拥抱生活，就是幸福。,时空恋旅人,8.6,136856人评价
导演:李力持Lik-ChiLee主演:周星驰StephenChow/巩俐LiGong/陈...;1993/香港/喜剧爱情古装;;,华太师是黄霑，吴镇宇四大才子之一。,唐伯虎点秋香,8.3,241278人评价
导演:约翰·卡尼JohnCarney主演:格伦·汉塞德GlenHansard/玛可塔...;2006/爱尔兰/剧情音乐爱情;;,有些幸福无关爱情。,曾经,8.4,171245人评价
导演:宫崎骏HayaoMiyazaki主演:高山南/佐久间玲/山口胜平;1989/日本/动画奇幻冒险;;,宫崎骏的电影总让人感觉世界是美好的，阳光明媚的。,魔女宅急便,8.4,151805人评价
导演:JamieUys主演:MariusWeyers/SandraPrinsloo/N!xau;1980/博茨瓦纳南非/喜剧;;,纯净原始的笑与感动。,上帝也疯狂,8.6,79540人评价
导演:AlfredHitchcock主演:JanetLeigh/AnthonyPerkins/VeraMiles;1960/美国/悬疑恐怖;;,故事的反转与反转，分裂电影的始祖。,惊魂记,8.8,60655人评价
导演:布莱恩·辛格BryanSinger主演:KevinSpacey/StephenBaldwin/...;1995/德国美国/剧情犯罪悬疑惊悚;;,我不信仰上帝，但我敬畏上帝。,非常嫌疑犯,8.6,90561人评价
导演:李廷香Jeong-hyangLee主演:金艺芬Eul-boonKim/俞承豪Seung-...;2002/韩国/剧情儿童家庭;;,献给所有外婆的电影。,爱·回家,9.1,37906人评价
导演:詹姆斯·卡梅隆JamesCameron主演:阿诺·施瓦辛格ArnoldSchwarz...;1991/美国法国/动作科幻;;,少见的超越首部的续集，动作片中的经典。,终结者2,8.5,113832人评价
导演:StanleyKubrick主演:MalcolmMcDowell/PatrickMagee/Michael...;1971/英国美国/犯罪剧情科幻;;,我完全康复了。,发条橙,8.4,152927人评价
导演:克里斯托弗·史密斯ChristopherSmith主演:梅利莎·乔治Melissa...;2009/英国澳大利亚/剧情悬疑惊悚;;,不要企图在重复中寻找已经失去的爱。,恐怖游轮,8.3,232731人评价
导演:易智言Chih-yenYee主演:桂纶镁LunmeiKwai/陈柏霖Bo-linChe...;2002/台湾法国/剧情爱情同性;;,青春的窃窃私语。 ,蓝色大门,8.3,235084人评价
导演:约翰·卡尼JohnCarney主演:凯拉·奈特莉KeiraKnightley/马克...;2013/美国/喜剧爱情音乐;;,爱我就给我看你的播放列表。,再次出发之纽约遇见你,8.5,112053人评价
导演:菲利普·穆伊尔PhilippeMuyl主演:米歇尔·塞罗MichelSerrault...;2002/法国/剧情儿童喜剧;;,我们长途跋涉寻找的东西，有可能一直就在身边。 ,蝴蝶,8.6,83090人评价
导演:ChukiatSakveerakul主演:WitwisitHiranyawongkul/MarioMaurer...;2007/泰国/剧情爱情同性家庭;;,把爱放在心底，有爱就有希望。,爱在暹罗,8.3,194012人评价
导演:SeijirôKôyama主演:山本圭KeiYamamoto/井川比佐志Hisa...;1987/日本/剧情;;,养狗三日，便会对你终其一生。,忠犬八公物语,9.0,39083人评价
导演:PuttipongPromsakaNaSakolnakorn/Wasinpokpong主演:马里奥·...;2010/泰国/喜剧爱情;;,黑小鸭速效美白记。,初恋这件小事,8.3,378742人评价
导演:严定宪DingxianYan/王树忱ShuchenWang主演:梁正晖/邱岳峰...;1979/中国/冒险动画奇幻;;,想你时你在闹海。,哪吒闹海,8.8,62544人评价
导演:LaurentTirard主演:马克西姆·戈达尔MaximeGodart/瓦莱丽·勒...;2009/法国比利时/儿童喜剧家庭;;,四百击的反面。,巴黎淘气帮,8.6,92734人评价
导演:克里斯托弗·诺兰ChristopherNolan主演:克里斯蒂安·贝尔Christ...;2012/美国英国/剧情动作科幻犯罪惊悚;;,诺兰就是保证。,蝙蝠侠：黑暗骑士崛起,8.5,242372人评价
导演:加文·欧康诺GavinO'Connor主演:汤姆·哈迪TomHardy/乔尔·...;2011/美国/剧情运动家庭;;,热血沸腾，相当完美的娱乐拳击大餐。,勇士,8.9,71624人评价
导演:邓肯·琼斯DuncanJones主演:杰克·吉伦哈尔JakeGyllenhaal/...;2011/美国加拿大/剧情动作科幻犯罪惊悚;;,邓肯·琼斯继《月球》之后再度奉献出一部精彩绝伦的科幻佳作。,源代码,8.3,340755人评价
导演:雷德利·斯科特RidleyScott主演:吉娜·戴维斯GeenaDavis/苏...;1991/美国法国/犯罪剧情惊悚;;,没有了退路，只好飞向自由。,末路狂花,8.6,78334人评价
导演:KevinCostner主演:KevinCostner/MaryMcDonnell/GrahamGreene;1990/美国/冒险剧情西部;;,充满诗意与情怀的史诗作品。 ,与狼共舞,8.9,47999人评价
导演:袁建滔ToeYuen主演:李晋纬/林海峰JanLamb/吴君如SandraNg;2001/香港/剧情喜剧动画;;,麦兜是一只很哲学的猪。 ,麦兜故事,8.5,108989人评价
导演:尼尔·乔丹NeilJordan主演:布拉德·皮特BradPitt/汤姆·克鲁...;1994/美国/剧情奇幻惊悚;;,弥漫淡淡血腥气的优雅。,夜访吸血鬼,8.3,168602人评价
导演:萨姆·门德斯SamMendes主演:凯文·史佩西KevinSpacey/安妮特...;1999/美国/剧情家庭;;,每个人的内心都是深不可测的大海。 ,美国丽人,8.4,151981人评价
导演:AndyWachowski/LarryWachowski主演:KeanuReeves/LaurenceF...;2003/美国澳大利亚/动作科幻;;,不得不说，《黑客帝国》系列是商业片与科幻、哲学完美结合的典范。,黑客帝国3：矩阵革命,8.4,122055人评价
导演:WalterSalles主演:FernandaMontenegro/MaríliaPêra/Viní...;1998/巴西法国/剧情;;,心灵救赎。,中央车站,8.7,66240人评价
导演:米歇尔·冈瑞MichelGondry主演:金·凯瑞JimCarrey/凯特·温...;2004/美国/剧情爱情奇幻;;,恋爱是一次神经的冒险。就算失去记忆，也会爱上你。,暖暖内含光,8.4,118852人评价
导演:李惠民RaymondLee主演:张曼玉MaggieCheung/林青霞Brigitte...;1992/香港中国大陆/剧情动作武侠古装;;,嬉笑怒骂，调风动月。,新龙门客栈,8.4,147031人评价
导演:SergioLeone主演:ClintEastwood/EliWallach/LeeVanCleef;1966/意大利西班牙西德/冒险西部;;,最棒的西部片。,黄金三镖客,9.1,37618人评价
导演:罗伯·莱纳RobReiner主演:杰克·尼科尔森JackNicholson/摩根...;2007/美国/冒险喜剧剧情;;,用剩余不多的时间，去燃烧整个生命。,遗愿清单,8.5,98018人评价
导演:森淳一JunichiMori主演:桥本爱AiHashimoto/三浦贵大Takahir...;2014/日本/剧情,,小森林 夏秋篇,8.9,71473人评价
导演:徐克HarkTsui主演:张曼玉MaggieCheung/王祖贤JoeyWang/...;1993/香港/剧情奇幻古装;;,人生如此，浮生如斯。谁人言，花彼岸，此生情长意短。谁都是不懂爱的罢了。,青蛇,8.3,172580人评价
导演:弗兰克·米勒FrankMiller/罗伯特·罗德里格兹RobertRodriguez...;2005/美国/动作犯罪惊悚;;,权力不是来自枪和子弹，权力来自谎言。,罪恶之城,8.4,121733人评价
导演:昆汀·塔伦蒂诺QuentinTarantino主演:杰米·福克斯JamieFoxx/...;2012/美国/剧情动作西部冒险;;,热血沸腾，那个低俗、性感的无耻混蛋又来了。,被解救的姜戈,8.5,212340人评价
导演:盖·里奇GuyRitchie主演:布拉德·皮特BradPitt/本尼西奥·德...;2000/英国美国/喜剧犯罪;;,典型盖·里奇式的英国黑色幽默黑帮片。,偷拐抢骗,8.5,93999人评价
导演:忻钰坤YukunXin主演:霍卫民WeiminHuo/王笑天XiaotianWang...;2014/中国大陆/剧情犯罪悬疑,,心迷宫,8.6,85291人评价
导演:小津安二郎YasujirôOzu主演:笠智众ChishûRyû/原节...;1953/日本/剧情家庭;;,东京那么大，如果有一天走失了，恐怕一辈子不能再相见。,东京物语,9.1,34789人评价
导演:让-马克·瓦雷Jean-MarcVallée主演:马修·麦康纳MatthewMcCon...;2013/美国/剧情传记同性;;,Jared Leto的腿比女人还美！,达拉斯买家俱乐部,8.6,124869人评价
导演:QuentinTarantino主演:布拉德·皮特BradPitt/梅拉尼·罗兰M...;2009/美国德国/剧情犯罪;;,昆汀同学越来越变态了，比北野武还杜琪峰。,无耻混蛋,8.4,182897人评价
导演:CharlesChaplin主演:查理·卓别林CharlesChaplin/弗吉尼亚·...;1931/美国/喜剧剧情爱情;;,永远的小人物，伟大的卓别林。,城市之光,9.2,30956人评价
导演:AlanParker主演:凯文·史派西KevinSpacey/凯特·温丝莱特Kat...;2003/美国德国英国/剧情犯罪悬疑;;,捍卫人权只是信仰，一点不妨碍其行为的残忍。,大卫·戈尔的一生,8.7,62874人评价
导演:瑞奇·莫尔RichMoore主演:简·林奇JaneLynch/约翰·C·赖利...;2012/美国/喜剧动画冒险;;,迪士尼和皮克斯拿错剧本的产物。,无敌破坏王,8.7,153573人评价
导演:汤姆·霍珀TomHooper主演:柯林·菲尔斯ColinFirth/杰弗里·...;2010/英国澳大利亚美国/剧情传记历史;;,皇上无话儿。,国王的演讲,8.3,281557人评价
导演:罗伯特·泽米吉斯RobertZemeckis主演:汤姆·汉克斯TomHanks/...;2000/美国/冒险剧情;;,一个人的独角戏。,荒岛余生,8.4,105542人评价
导演:EdwardZwick主演:LeonardoDiCaprio/JenniferConnelly/Djimo...;2006/美国德国/剧情惊悚冒险;;,每个美丽事物背后都是滴血的现实。,血钻,8.5,101620人评价
导演:今敏SatoshiKon主演:岩男润子JunkoIwao/松本梨香RicaMatsu...;1997/日本/动画奇幻惊悚;;,好的剧本是，就算你猜到了结局也猜不到全部。,未麻的部屋,8.7,58666人评价
导演:大卫·贾柏DavidGelb主演:小野二郎JiroOno/小野祯一Yoshik...;2011/美国/纪录片;;,仪式主义的狂欢，偏执狂的完胜。,寿司之神,8.8,61693人评价
导演:杨德昌EdwardYang主演:张震ChenChang/杨静怡LisaYang/张...;1991/台湾/剧情犯罪;;,弱者送给弱者的一刀。,牯岭街少年杀人事件,8.6,71067人评价
导演:崔洋一YoichiSai主演:小林薰/椎名桔平/香川照之;2004/日本/剧情;;,宠物的意义在于化解人的孤独。,导盲犬小Q,8.4,103208人评价
导演:DuncanJones主演:SamRockwell/KevinSpacey/DominiqueMcEll...;2009/英国/剧情悬疑科幻;;,2009媲美《第九区》的又一部科幻神作。,月球,8.5,112992人评价
导演:RidleyScott主演:RussellCrowe/JoaquinPhoenix/ConnieNielsen;2000/英国美国/剧情动作历史冒险;;,罗马斗兽场的鸦雀无声，久久停留在这样的肃穆中。,角斗士,8.4,107817人评价
导演:唐·霍尔DonHall/克里斯·威廉姆斯ChrisWilliams主演:斯科特...;2014/美国/喜剧动作科幻动画冒险,,超能陆战队,8.6,281411人评价
导演:莱塞·霍尔斯道姆LasseHallström主演:约翰尼·德普JohnnyDe...;1993/美国/剧情爱情家庭;;,生命有裂缝，阳光才照得进来。,不一样的天空,8.6,67616人评价
导演:郭在容Jae-youngKwak主演:孙艺珍Ye-jinSon/曹承佑Seung-woo...;2003/韩国/剧情爱情;;,琼瑶阿姨在韩国的深刻版。,假如爱有天意,8.2,184815人评价
导演:马俪文LiwenMa主演:宫哲ZheGong/金雅琴YaqinJin/罗忠学;2005/中国大陆/剧情;;,想外婆了，有没有？！,我们俩,8.6,62337人评价
导演:林诣彬JustinLin主演:范·迪塞尔VinDiesel/保罗·沃克Paul...;2011/美国/动作犯罪剧情惊悚;;,爆米花动作电影新标杆。,速度与激情5,8.4,184766人评价
导演:ClintEastwood主演:ClintEastwood/MerylStreep/AnnieCorley;1995/美国/剧情爱情;;,这样确切的爱，一生只有一次。,廊桥遗梦,8.5,76755人评价
导演:安德鲁·尼科尔AndrewNiccol主演:伊桑·霍克EthanHawke/乌玛...;1997/美国/剧情科幻;;,一部能引人思考的科幻励志片。,千钧一发,8.7,59987人评价
导演:秋昌民Chang-minChoo主演:宋在河Jae-hoSong/李顺载Soon-jae...;2011/韩国/剧情爱情;;,你要相信，这世上真的有爱存在，不管在什么年纪 ,我爱你,9.0,40922人评价
导演:StephenDaldry主演:JamieBell/JulieWalters/GaryLewis;2000/英国法国/剧情儿童歌舞家庭;;,家人的爱，是自己所能拥有的最大的财富。,跳出我天地,8.7,51118人评价
导演:宁浩HaoNing主演:郭涛TaoGuo/刘桦HuaLiu/连晋TeddyLin;2006/中国大陆香港/喜剧犯罪;;,中国版《两杆大烟枪》。,疯狂的石头,8.2,242768人评价
导演:文森特·帕兰德VincentParonnaud/玛嘉·莎塔琵MarjaneSatrapi...;2007/法国美国/动画传记剧情战争;;,像自由一样美丽。 ,我在伊朗长大,8.7,62092人评价
导演:科斯汀·谢里丹KirstenSheridan主演:乔纳森·莱斯·梅耶斯Jonat...;2007/美国/剧情音乐爱情;;,音乐引人入胜。,八月迷情,8.4,112683人评价
导演:柯蒂斯·汉森CurtisHanson主演:凯文·史派西KevinSpacey/罗...;1997/美国/犯罪剧情悬疑惊悚;;,无可挑剔的经典警匪片。,洛城机密,8.6,64833人评价
